Subject,z_latents_batch,ASD,HSD,HSD95,DSC,Err_Vol_CM3,Err_Vol_Percent,fold,source
['sujet4_rf_faible'],"Parameter containing: tensor([[ 0.7998, -0.1735,  0.3837,  0.9583,  0.0185, -1.1970, -0.0332,  0.3393, 0.2533, -0.0464,  0.9079,  0.0285,  0.1168,  0.9194, -0.6118, -1.4009, -1.6022,  0.2157, -0.6176,  0.4129,  1.1404, -1.4793, -0.6888, -2.6944, -0.0958, -0.6096, -0.3057, -0.7345,  0.5654, -0.1642, -0.0340, -0.4650, 1.0974,  0.7645, -1.0852, -0.4422,  0.9528, -0.1640,  1.1022, -0.5283, 0.0033,  0.9852,  1.6528,  0.5825, -0.3119, -1.5207,  1.2647,  1.1643, -0.7068,  0.5603,  0.3303, -0.6518, -0.6555, -0.9626, -0.4211,  0.1172, -0.1813,  0.8123, -0.0232, -0.5677,  1.0201,  1.1954, -1.9704,  2.7272, -0.0341, -0.3441,  0.4639,  0.4024, -1.0185, -1.5332,  0.9176, -0.2580, 0.2298,  1.2360, -0.6410,  1.4441, -0.7007,  0.6798, -0.2024,  0.0849, -0.3435, -0.0145,  0.5321, -0.3351, -0.0861,  0.2408, -1.3766, -0.7388, 0.4450,  0.0361, -0.0203,  0.4635, -0.8163,  0.6143,  0.0448, -0.3651, 0.8764, -0.2605,  1.0688, -1.1184,  0.4563,  1.0025,  0.4127,  0.8338, 1.2429, -0.1932, -1.5393, -0.6646,  0.2640,  0.5600,  0.8469,  0.1530, -1.7147, -0.1264,  1.7661, -0.9058,  1.9722,  0.6881, -1.0084, -0.2635, 1.4923, -0.7268,  0.7702,  0.5611,  0.7759,  0.3497,  0.9733,  0.7685]], device='cuda:0', requires_grad=True) tensor([ 64,  69, 213]) tensor([ 64,  69, 213]) Batch prediction time: 158.3s labels_pred_cpu SHAPE (1, 1, 64, 69, 213) labels_gt_cpu SHAPE (1, 1, 64, 69, 213)",0.5896,11.9014,2.4044,0.9453,3.5283,1.4286,1,Fold_1_Test_Set_healthy
['sujet4_rf_fort'],"Parameter containing: tensor([[-0.1596,  0.6063,  1.0540, -1.8700, -0.5345, -0.4199,  1.0341, -0.6949, 0.6228, -0.0877,  0.7573, -1.3873,  0.3006,  1.0105,  0.9142,  0.8602, -0.0896,  0.5664,  0.2153,  0.1161, -1.2272, -0.8948, -0.5569, -0.1661, -0.4251, -0.1020, -0.3284, -0.3170, -0.0254, -0.1913, -0.0636, -0.1609, 0.9931, -0.0034, -1.1316,  0.2159, -0.4591, -0.4439,  0.0819, -1.1806, 0.1041, -0.0518, -0.2149, -0.5781, -0.7480,  0.7534, -0.2686,  0.6115, -0.7502,  0.4788, -0.4131, -0.2754, -0.3454, -0.6884, -0.4188,  0.0278, -0.4815,  0.6082, -0.3526, -1.1997,  1.7221,  0.3426, -0.9450,  0.6084, -0.5287, -0.4681,  0.0355,  0.7181, -0.1978, -0.1889,  0.0685, -0.2056, -0.0519,  0.0642, -0.2759,  0.8237, -0.6152, -0.6364, -0.5937,  0.5932, -0.8106, -1.0187,  0.1260, -0.2499,  0.2739, -0.1237, -0.7702, -0.5542, -0.9076, -0.6283, -0.1992,  0.5682, -0.7222, -0.6627,  0.4758, -0.1593, 0.9676, -0.5995,  0.5184,  0.4521, -0.4260,  0.5062, -0.3521,  0.4869, -0.4593, -1.0241, -1.1334, -0.3998, -0.1277, -0.3709,  0.3359,  0.1428, 1.0969,  0.3497,  0.6363, -0.5309,  0.8741,  0.3835, -0.5180, -0.7906, -0.0132, -0.3413,  0.8098,  0.5229,  0.5085, -0.5799,  0.2267,  0.9566]], device='cuda:0', requires_grad=True) tensor([ 75,  64, 213]) tensor([ 75,  64, 213]) Batch prediction time: 172.1s labels_pred_cpu SHAPE (1, 1, 75, 64, 213) labels_gt_cpu SHAPE (1, 1, 75, 64, 213)",0.4502,4.9749,1.5,0.9535,1.1036,0.4901,1,Fold_1_Test_Set_healthy
['sujet4_rf_pad'],"Parameter containing: tensor([[-1.0090e+00,  8.7634e-01,  3.7562e-01,  1.4468e+00, -5.7076e-02, -9.4825e-01,  3.9946e-01,  3.3045e-01, -3.9542e-01, -2.5575e-01, -1.2020e-01, -3.3097e-01,  3.2902e-01,  1.2375e+00,  4.7218e-01, -1.7692e+00,  1.2834e-01, -5.4696e-02,  3.5216e-01, -5.2907e-01, -2.7218e+00, -6.2260e-01, -1.1807e+00,  9.3860e-01, -1.8333e-01, 2.0324e+00, -2.5207e+00, -1.5410e+00,  1.9060e+00, -4.4228e-03, 1.3381e+00, -2.4745e+00,  1.0070e+00,  5.0564e-01, -7.0915e-01, 4.0853e-02, -7.5228e-01, -3.7048e-01, -5.6497e-01,  5.3418e-01, 1.2287e+00,  6.2618e-01, -6.2903e-01,  5.3935e-01, -8.0685e-01, -1.1682e+00,  1.0578e+00,  1.0414e+00, -3.5142e-01,  4.3633e-01, -1.4150e+00,  1.3878e+00, -1.0561e+00, -1.9011e+00, -3.1189e-01, 7.2293e-01, -1.8037e-01,  6.1022e-01, -4.7563e-01, -9.4975e-01, 8.3141e-01, -1.4627e-01, -2.8925e+00,  9.1574e-01, -5.1206e-01, -1.7061e+00,  1.3179e-01,  2.2281e-01, -6.6605e-01, -3.2379e-01, -2.4322e-01, -7.8087e-01,  2.2611e-01,  2.8171e-01, -2.7159e-01, -4.0015e-01, -1.0734e+00, -2.7826e-01, -4.0100e-01, -1.2201e+00, 9.7392e-02, -1.6835e-01,  7.5455e-01,  6.6855e-02, -4.2186e-01, 6.2902e-01, -1.0827e+00,  3.0852e-01, -5.1429e-01, -1.2302e+00, 1.0909e+00,  3.5780e-01, -2.7137e-01,  5.3769e-01, -1.0116e-03, -7.5951e-01,  1.8685e+00,  3.9877e-01,  7.6415e-01, -7.7065e-01, 1.3953e+00,  6.0011e-01, -3.0449e-01,  1.9635e-03, -6.9140e-02, -1.4361e+00, -1.3440e+00, -1.0344e+00, -7.8449e-01,  8.2592e-01, 3.4617e-01,  1.2284e+00, -3.5351e-01, -9.8325e-02,  1.0192e+00, -1.1404e+00,  1.6678e+00,  2.4214e-01,  2.1479e-01, -9.9777e-01, 1.0095e+00,  2.4074e-01,  1.5371e+00, -1.5479e-01,  6.8011e-03, 2.3626e+00,  5.7298e-01,  4.5994e-01]], device='cuda:0', requires_grad=True) tensor([ 75,  64, 197]) tensor([ 75,  64, 197]) Batch prediction time: 159.1s labels_pred_cpu SHAPE (1, 1, 75, 64, 197) labels_gt_cpu SHAPE (1, 1, 75, 64, 197)",0.4131,9.502,1.9004,0.9566,0.6177,0.2443,1,Fold_1_Test_Set_healthy
['sujet9_rf_faible'],"Parameter containing: tensor([[ 1.0065e+00,  2.4486e-01,  7.7651e-02, -3.3086e-01,  2.3686e-01, -1.0571e+00,  1.2961e-01, -1.0801e+00,  1.0454e+00,  3.1619e-01, 8.5732e-01,  3.5085e-01,  2.3032e-01,  7.5521e-02, -1.0446e+00, -1.6355e+00, -1.6708e-02,  8.2966e-01, -2.6049e-01, -3.4556e-02, 1.6124e+00,  1.2149e-03, -8.2211e-01,  4.5889e-01, -7.7740e-01, 6.4369e-01, -1.0187e+00,  2.6310e-01, -5.9196e-01, -1.2486e-01, -1.9455e-01, -1.3431e-01,  2.9547e-02,  3.2897e-01, -5.9831e-01, 1.0381e-01,  6.0121e-01, -5.0759e-01,  3.3536e-02,  4.3241e-03, -9.6525e-01,  1.7947e-01,  1.2015e+00, -1.7887e-01,  5.2729e-01, -5.0869e-01,  3.9208e-01,  5.2611e-01, -6.0021e-01, -6.3266e-01, 1.5385e+00, -3.2313e-01, -5.4247e-01, -3.6593e-01, -5.7841e-01, -1.1644e-01,  2.1025e-02,  4.2320e-01,  1.0676e+00, -8.2238e-01, -2.5985e-01,  6.2581e-01, -3.0939e-01,  6.5980e-01, -1.0275e+00, -6.1690e-01,  1.4360e+00,  6.4157e-01, -2.9351e-01,  2.0597e-01, -4.7525e-02, -7.2970e-01, -8.6959e-01, -1.7641e-01, -1.7220e+00, 4.3984e-01, -1.2389e-01, -2.6110e-01,  1.2316e-01,  2.2154e-01, -1.4181e-01, -5.8372e-01,  2.4552e+00,  1.1350e-01, -3.9298e-01, 5.8296e-01, -2.4588e-01, -6.2631e-01, -1.1397e+00,  4.0870e-01, -2.3897e-01,  2.7102e-01,  3.7184e-02, -1.1853e+00,  4.5488e-01, -1.3011e-01,  6.5172e-01, -1.0150e+00,  7.2762e-01, -8.5621e-01, -1.5098e-01,  8.2400e-01,  2.8114e-02,  8.8368e-01, -7.1414e-01, 1.2435e+00, -4.0990e-01, -2.4582e-01,  9.0017e-02,  3.1313e-01, 9.4627e-01, -4.7263e-02, -5.1223e-02, -2.7830e-01,  5.5584e-01, -4.9142e-01, -1.0237e+00, -6.3663e-01, -2.9080e-01, -4.7064e-01, -1.0110e+00, -6.1685e-01,  3.3737e-02, -5.4343e-02,  4.7582e-01, -1.1790e+00,  9.5223e-01,  8.1617e-01]], device='cuda:0', requires_grad=True) tensor([ 68,  63, 215]) tensor([ 68,  63, 215]) Batch prediction time: 155.3s labels_pred_cpu SHAPE (1, 1, 68, 63, 215) labels_gt_cpu SHAPE (1, 1, 68, 63, 215)",0.3046,4.4086,1.7998,0.9615,1.4988,0.7011,1,Fold_1_Test_Set_healthy
['sujet9_rf_fort'],"Parameter containing: tensor([[-1.1595e+00,  3.0027e-01,  1.3902e-01, -4.2175e-01,  6.5177e-02, -1.0168e+00,  3.2299e-02, -9.3832e-01,  5.8653e-01,  2.8965e-01, 4.9325e-01,  8.8065e-01, -2.5589e-01,  3.8865e-01, -1.1471e+00, -2.8363e-01,  5.6810e-01,  8.8347e-01,  3.4670e-01, -3.2861e-02, -9.3413e-04, -1.3945e+00, -6.6177e-01,  1.5172e+00, -6.2822e-01, -3.2253e-02, -4.8809e-01, -1.1607e+00,  3.9041e-01, -1.5555e-01, 4.2441e-01, -8.9608e-01,  5.4437e-01,  4.7561e-01, -4.5163e-01, 3.5076e-01, -3.7234e-02,  8.3509e-03, -4.2621e-01,  1.0021e+00, 5.0991e-02,  4.2355e-01,  9.9753e-01,  6.8589e-01, -1.3001e-01, -6.1440e-01,  5.1313e-01,  1.1480e+00, -3.4606e-01,  1.1859e-01, -2.8903e-01,  1.2193e+00, -4.5467e-02, -9.3655e-01, -5.9946e-02, 1.1375e+00, -1.8968e-01,  6.4726e-02,  5.2532e-01, -9.7894e-01, -2.9050e-01, -5.7928e-01, -4.8854e-01,  7.1350e-01, -2.7879e-01, -2.7128e-01,  1.4048e+00,  2.7275e-01, -1.0842e+00,  1.2899e+00, 2.4378e-01, -2.1784e-01, -6.2028e-01, -6.0398e-01,  1.4609e-01, 9.1148e-02,  5.5828e-01,  3.2203e-01, -7.6036e-01, -1.7400e-01, -4.2327e-01, -8.1838e-01,  1.4445e+00,  1.6368e-01, -5.0219e-01, 1.5131e+00, -1.1918e+00, -9.6638e-02, -1.1708e+00,  3.2733e-01, 8.2884e-01,  8.7715e-02, -5.1008e-01, -6.1135e-01,  3.7870e-01, 7.0825e-02,  1.2731e+00, -4.0546e-01,  6.5724e-01, -7.0679e-02, 4.4467e-01,  1.0678e+00,  4.0765e-02, -2.8953e-01, -6.8365e-01, 2.4694e-02, -8.2559e-01, -2.3520e-01,  1.8543e-01,  6.7207e-01, 5.7009e-01,  6.2425e-01,  1.5439e+00, -9.9153e-01, -1.4679e-01, -1.5183e-01, -3.5773e-01, -2.1648e-01, -4.7275e-01, -7.5182e-01, 5.5078e-02, -3.2279e-01,  6.3068e-01,  9.5820e-01,  7.3841e-01, -9.9451e-01,  7.0717e-01,  8.4834e-01]], device='cuda:0', requires_grad=True) tensor([ 65,  63, 232]) tensor([ 65,  63, 232]) Batch prediction time: 160.2s labels_pred_cpu SHAPE (1, 1, 65, 63, 232) labels_gt_cpu SHAPE (1, 1, 65, 63, 232)",0.3612,11.1489,1.7002,0.9599,1.1253,0.5234,1,Fold_1_Test_Set_healthy
['sujet9_rf_pad'],"Parameter containing: tensor([[-1.3432, -0.1312,  0.6667, -0.8210,  0.2902, -0.8361, -0.0894, -0.8023, 0.8472,  0.0912,  0.7801, -0.7024, -0.3900,  0.8323, -0.7585, -0.1204, -0.0698,  0.2547,  0.9991,  0.0229,  0.1744,  0.0664,  0.1703, -0.6715, 0.1607,  0.8983, -0.1241,  0.0041, -0.9271, -0.6468,  1.0274, -1.0178, 0.4050, -0.3705,  0.1603, -0.0313,  0.5976, -0.2630,  0.4498, -0.7546, 0.2786, -0.4343,  1.2649,  0.0709, -0.2336, -0.1078,  0.4359, -0.0716, -0.6703, -0.3479,  0.6459,  0.4830, -0.7144,  0.2725, -0.1727,  0.2158, 0.8017, -0.8091,  0.1269,  0.0379, -1.2435,  0.0492, -0.9826,  0.6881, -0.0089, -0.0614,  1.0884, -0.2967,  0.1666, -0.8005,  0.6547,  0.4682, 0.0561,  1.4568,  0.6279,  0.1188, -0.0024,  1.8045, -0.7933,  0.9497, -1.4867, -0.3425,  1.9234, -0.4650,  0.0233, -0.1910,  0.3544, -0.3331, -1.3676, -0.8505,  0.6957,  0.3206,  0.1104, -0.8077, -0.1267,  0.0596, 1.2163, -1.0024, -0.3076, -0.1690,  0.1176,  0.6477,  1.0869, -1.4098, -0.8015,  1.3979, -0.3346, -0.2955, -1.0505, -0.1294,  0.5371,  0.8121, -0.2486, -0.1409, -0.6048, -0.0895, -0.8934,  0.7421,  0.7585, -1.1443, -0.4349, -0.5384, -0.0466,  0.0258,  0.7120, -1.6283,  0.9125,  0.9260]], device='cuda:0', requires_grad=True) tensor([ 72,  70, 207]) tensor([ 72,  70, 207]) Batch prediction time: 175.6s labels_pred_cpu SHAPE (1, 1, 72, 70, 207) labels_gt_cpu SHAPE (1, 1, 72, 70, 207)",0.3114,4.2494,1.9004,0.9608,1.1187,0.5408,1,Fold_1_Test_Set_healthy
['al135_rf'],"Parameter containing: tensor([[-0.6334, -0.5292,  0.9078,  1.0227,  0.5808, -0.6671,  0.6755, -0.8238, 1.5712,  0.1749,  0.7555, -0.3154, -0.2112,  0.9982, -0.7400, -0.7706, 0.2946, -0.0633, -1.8138, -0.2606,  0.6762,  0.8323,  0.3269, -0.7821, 0.7612, -0.3029, -0.5573, -1.6785, -0.3036, -1.3814,  1.4300,  1.0481, -1.7549, -0.3228, -1.1586, -1.0777, -0.9791, -0.3698,  0.6055, -0.1340, -0.1290,  0.5614, -1.1952, -0.9253, -0.0685,  1.1603,  0.2916,  1.8363, -0.0565,  0.4354, -0.8698,  0.6888,  0.0346,  0.5872, -0.0824, -0.9906, -0.4056, -0.9716,  1.4399,  0.6100,  0.4338, -1.3450, -0.4633,  1.3457, 0.6454,  0.2561,  0.5313, -0.1530, -0.6446,  0.0835, -0.3959, -0.3376, 1.3760,  2.1444, -0.8558, -1.9481,  0.2888, -1.6570,  0.4152,  0.9834, -1.4583, -0.1567, -0.9224, -0.2761,  1.9174,  0.3343,  0.5767, -1.3716, 0.7002, -0.0132,  0.2337, -0.3584,  0.8454,  0.0280,  1.0358,  0.7598, 1.8869, -0.3085,  1.3090, -1.5846, -0.4509,  1.2092, -0.2217,  0.1429, -0.3636,  0.8977, -0.9263,  0.3871,  0.7331, -0.7691, -0.9145, -0.3446, 1.2324,  0.3272, -0.0382,  1.5286, -0.5538,  2.3782,  0.1686, -0.2124, -0.9004, -0.5582,  0.0178, -0.6325,  0.5592,  0.5845,  1.6684,  2.6368]], device='cuda:0', requires_grad=True) tensor([ 69,  61, 223]) tensor([ 69,  61, 223]) Batch prediction time: 158.6s labels_pred_cpu SHAPE (1, 1, 69, 61, 223) labels_gt_cpu SHAPE (1, 1, 69, 61, 223)",0.4459,7.998,1.5996,0.9186,0.1965,0.2073,1,Fold_1_Test_Set_sarcopenia
['am112_rf'],"Parameter containing: tensor([[ 0.2189, -0.5538,  1.4669,  1.2565, -1.4837, -1.1593,  0.0951,  0.6573, 0.5476,  0.9196,  0.4702, -0.3388,  0.6081,  0.0121, -0.3206, -0.9517, 0.7368,  0.6475, -0.2046,  0.3184,  0.0094,  0.2490, -1.0901, -1.4073, -1.0742,  0.0082, -0.4408, -0.6341,  0.7025, -0.9436, -1.7905, -0.5376, 1.1757,  1.1967, -0.5179,  0.8308,  0.0168,  0.1462,  0.4643,  0.2821, 0.4031, -1.7530, -0.6729, -0.3060,  0.5891,  2.1215,  0.6371, -1.5745, -0.7522, -0.4673, -1.0581, -0.9216, -0.5241,  0.1807, -0.8561,  0.6904, -0.1265, -0.2966,  0.7796,  0.3871,  1.5742,  0.1766, -1.9901,  0.9003, -0.0583, -0.1881,  0.4202, -0.1203,  0.1492,  0.0026, -0.8683, -1.0950, 0.8610,  0.8705, -1.4097, -0.0959, -1.3821, -0.3099, -0.2264, -1.1107, 0.4840,  0.3178,  0.3859, -0.3250,  0.3538, -0.6750, -0.8443, -0.8480, 1.6877,  1.3159,  0.5312,  0.0823, -0.3285,  0.8042,  1.3130, -0.9603, 0.6766,  0.7287,  1.1756, -0.7826,  0.4559,  0.0772, -0.0735,  0.4622, -1.2001, -1.3259, -0.2656, -0.4044, -0.5648, -0.8077,  0.4022,  0.1823, -1.0622,  0.2470,  0.7960, -1.3229,  0.2883, -2.0085, -1.5196, -0.0811, 0.1526, -0.7164,  0.9248,  1.0618, -0.1785,  0.4836,  1.4496,  1.7537]], device='cuda:0', requires_grad=True) tensor([ 67,  70, 217]) tensor([ 67,  70, 217]) Batch prediction time: 171.4s labels_pred_cpu SHAPE (1, 1, 67, 70, 217) labels_gt_cpu SHAPE (1, 1, 67, 70, 217)",0.3299,6.8008,1.7002,0.9455,0.5405,0.4379,1,Fold_1_Test_Set_sarcopenia
['ba137_rf'],"Parameter containing: tensor([[-0.8494,  1.2118, -0.5345,  0.7858,  0.1867, -0.2520,  0.3439, -0.7794, 1.4354,  0.6877,  0.3604, -0.3542, -0.0067,  1.0078, -0.4336,  1.4050, 0.8908,  0.0605,  0.0185,  0.1148,  0.1789,  0.5216,  0.0324, -1.3799, -1.1025, -0.1611, -0.5535,  0.0520, -0.7887, -0.9184, -0.2240,  0.5594, -0.5264,  0.4793, -0.5867, -0.2568,  1.8071,  0.2507, -0.7322, -0.2600, 0.2609,  0.4361, -1.5660, -1.9870,  0.0333,  0.0458,  0.0199,  1.5280, -2.8142,  0.7421,  0.6384,  0.5092, -0.0314,  0.9610,  0.2189, -0.1634, 0.7801, -0.0414,  0.0246,  0.5715,  1.3044, -0.6626, -0.7329,  0.2282, -0.6373,  0.2987,  0.4441,  0.7439,  0.9497,  0.0889,  0.7914,  0.5586, 0.9948, -0.0328,  0.0804, -0.4059, -1.3014, -0.0131,  0.5808, -0.4234, -0.3473, -0.3909, -1.3338, -0.2988,  0.5739,  0.6714, -0.9120, -0.3329, 1.0514,  0.1750, -0.1516,  0.1648, -0.6805, -1.0116, -0.3659,  1.5373, 0.4983, -0.8968,  1.3986,  0.4185, -0.7113,  0.6547,  0.2926, -0.3273, -0.5122,  0.6900, -0.6042, -0.3827, -0.1737, -0.3340, -0.4158,  0.0957, 1.1888, -0.5378, -0.7334,  0.0203,  0.0563,  0.0612, -0.3491, -0.1561, -0.9009, -0.2933, -0.1314, -0.0332,  0.7491,  0.1574,  1.8021,  1.5055]], device='cuda:0', requires_grad=True) tensor([ 68,  64, 211]) tensor([ 68,  64, 211]) Batch prediction time: 154.8s labels_pred_cpu SHAPE (1, 1, 68, 64, 211) labels_gt_cpu SHAPE (1, 1, 68, 64, 211)",0.3409,8.3118,1.5996,0.9346,0.8147,1.0097,1,Fold_1_Test_Set_sarcopenia
['bm103_rf'],"Parameter containing: tensor([[ 0.4119,  0.5675, -0.6361, -1.6486, -0.4628,  1.5227,  1.7369,  0.8713, -0.7792, -0.1373,  0.4855,  0.0300, -1.4004,  0.0291,  1.3307,  0.2403, 0.3921, -0.9274, -1.2638,  0.9932,  0.6674,  0.0734, -0.5684, -2.2178, 0.4675, -0.1102,  0.7217,  0.2267,  0.2437, -0.9595, -0.0471,  0.2004, -0.7330,  0.2758, -1.3268,  1.4666, -0.8201,  0.0671, -0.6303,  0.7650, -1.3563, -0.0457, -1.4670, -0.2466, -0.3041,  0.0891, -0.6945, -0.0900, -1.3917, -2.1985,  0.4371,  0.0131, -1.4641, -0.6344,  0.1215,  0.8849, -1.6042, -0.0837, -1.5253, -1.0933, -0.9320, -0.9267, -0.0949,  1.4866, -0.6823,  0.7627, -0.1153, -0.3364, -0.1917, -0.2122,  0.8174,  0.4198, -0.9735,  0.3492,  0.4134,  0.7715,  0.3789, -0.1710,  0.2079, -0.2886, 1.5226, -0.6831, -1.0885,  0.7886, -0.0998, -1.2442, -0.0364,  0.6923, 0.3708, -0.9611, -0.7522,  0.6626, -0.0081, -0.0742,  1.8366, -0.4275, -0.6263, -0.7551, -0.6927,  0.4133, -0.8486,  0.5777,  0.5534,  0.4151, -0.2953,  0.3088,  0.3855,  1.0273,  0.1681, -1.1565, -1.6168, -0.8060, 0.2978,  1.4144, -0.9189, -0.3138, -2.2528,  1.1938,  0.6998, -0.2691, -0.0667, -1.3396, -1.7255, -1.5671,  0.0319, -0.7927, -0.7564, -0.3583]], device='cuda:0', requires_grad=True) tensor([ 78,  63, 203]) tensor([ 78,  63, 203]) Batch prediction time: 168.1s labels_pred_cpu SHAPE (1, 1, 78, 63, 203) labels_gt_cpu SHAPE (1, 1, 78, 63, 203)",0.5364,7.5,2.1213,0.8988,0.135,0.2731,1,Fold_1_Test_Set_sarcopenia
['cy164_rf'],"Parameter containing: tensor([[ 3.1043e-01,  4.9766e-01,  8.7674e-01,  2.1833e-03, -5.7709e-01, -6.1086e-01,  8.9721e-01,  1.7616e-01, -8.8015e-01, -1.7005e+00, 3.7460e-01, -1.0236e+00,  2.2939e+00,  3.9888e-01, -1.3666e+00, 2.4638e-01, -1.0595e+00, -3.5181e-01, -9.4271e-02,  6.1345e-01, 2.2110e-01,  7.0107e-01,  4.3866e-01, -6.5850e-02,  7.3250e-01, 1.5712e+00,  2.3173e-01,  8.0100e-02,  1.4954e-01,  2.2101e-01, -1.1181e+00, -6.2262e-01, -1.0655e+00, -9.8374e-01, -1.2810e-01, -8.1722e-01, -7.6705e-01, -8.8040e-01,  1.8015e+00, -4.9858e-01, -2.7240e-01, -3.3848e-01, -1.1141e-01,  8.9816e-04, -6.8425e-02, 4.4287e-01,  6.0467e-01, -6.6900e-02,  1.3976e+00,  1.2756e+00, 6.8123e-01, -2.5977e-01, -2.5676e-01, -7.5265e-01, -9.9556e-02, -8.6151e-01, -7.8703e-01,  4.5574e-02, -1.2041e-01, -2.1555e+00, 2.9410e-01,  7.4804e-01, -1.8545e-01, -3.1283e-02, -2.3678e-01, -1.9237e+00, -2.0573e+00, -3.7241e-01, -5.8695e-01, -8.7816e-01, 1.0478e+00,  4.3344e-01,  3.1331e-01,  2.1844e+00, -9.4771e-02, 2.5326e-01,  3.1002e-01, -1.1537e+00, -9.5478e-01,  1.0379e+00, -1.3088e+00, -1.5886e-02,  1.6849e-01, -1.4088e+00, -6.3005e-01, -6.1175e-01,  1.9570e-01, -7.8989e-01,  2.5861e-01, -4.6186e-01, -2.0585e+00,  4.3643e-01, -4.2387e-01,  4.5792e-01,  6.3954e-01, -9.7791e-01, -2.7919e-01, -1.2274e-01, -3.7204e-01, -9.6491e-02, 3.1249e-01, -1.3264e-01,  1.0113e+00,  7.0000e-01, -3.4062e-01, -1.0601e+00,  2.0677e+00,  1.3787e-01, -5.5340e-01, -3.8487e-01, 2.0653e-01, -1.2528e+00, -8.4017e-01,  2.6706e-01,  7.9478e-02, 3.0416e-01, -7.5854e-01,  1.0050e+00,  1.7968e+00, -4.4847e-01, -4.3279e-01, -1.1386e-01,  7.3396e-01,  6.0819e-01, -2.7091e-01, 8.3195e-01,  8.8523e-01, -8.1793e-02]], device='cuda:0', requires_grad=True) tensor([ 74,  61, 225]) tensor([ 74,  61, 225]) Batch prediction time: 171.2s labels_pred_cpu SHAPE (1, 1, 74, 61, 225) labels_gt_cpu SHAPE (1, 1, 74, 61, 225)",0.3035,6.364,1.5,0.9542,0.1148,0.1008,1,Fold_1_Test_Set_sarcopenia
['di154_rf'],"Parameter containing: tensor([[ 0.1672,  1.2320, -2.2228, -2.3611, -0.3240, -1.7259,  0.9841, -0.8134, -0.0400, -0.4063, -1.5660, -0.1793,  1.1662,  0.4221,  0.0804,  1.6077, -0.2761,  0.4935,  0.7824,  0.6304, -0.1929,  0.2441, -0.6076, -0.5167, -0.0129,  0.9122, -0.4626, -1.0417, -0.2851, -0.6108,  0.2813,  0.4696, -2.4992,  0.3871, -0.4448, -0.4824, -2.0657, -0.0106, -1.9221, -0.8093, -0.3077,  1.2114,  0.3378, -0.5540, -0.8391,  0.5782, -0.0648,  0.5845, 0.2392,  1.0262,  0.1604,  1.1125, -0.8094, -1.7957, -0.7444, -1.2937, -1.4232, -0.1972, -0.3325,  0.6520,  0.2925,  0.4892,  0.1473,  1.1441, 0.5506, -2.2472,  0.3630,  0.9743, -0.3077, -1.3344, -0.0250, -0.7543, 1.3574, -1.8766,  0.0756,  0.3161, -0.1078,  0.1462,  0.0616,  0.3604, 1.3500,  0.2674, -0.9383,  0.3762,  0.4033, -0.2221, -0.1688,  0.2746, -1.9124,  0.1774, -0.3594,  0.2417,  0.0219, -0.2419,  0.3831, -0.5227, 0.8901,  0.2133,  2.5637,  0.1041, -0.4939, -0.3464, -0.2740,  0.7473, -0.6591, -0.7923,  0.9230, -0.7917,  0.8157,  0.1362,  0.3386,  1.8584, 1.1920,  0.6891, -0.5067,  0.7062,  1.1192, -2.5966, -0.3033, -0.3541, 0.2496, -0.8550,  0.4427, -0.2352, -0.1130,  0.9959, -0.5433, -0.6449]], device='cuda:0', requires_grad=True) tensor([ 77,  69, 197]) tensor([ 77,  69, 197]) Batch prediction time: 175.9s labels_pred_cpu SHAPE (1, 1, 77, 69, 197) labels_gt_cpu SHAPE (1, 1, 77, 69, 197)",0.5162,10.753,2.4044,0.9203,1.1646,1.1547,1,Fold_1_Test_Set_sarcopenia
